Chunk ID,Character Count,Temple Name Metadata,Raw Text Content
36,2964,Pooiluppai Sivan Temple,"Sri Shirdi Baba informed about the specialness of this temple and its location in a dream of a loved one and saw it that way.Sri Shirdi Baba informed about the specialness of this temple and its location in a dream of a loved one and saw it that way.Can't load alternativesTry againSri Shirdi Baba informed about the specialness of this temple and its location in a dream of a loved one and saw it that way.
The temple in this village which was once surrounded by Ilubai forest was lost during the floods and only a few idols were found on the ground and the temple has been built in a small shed.
The temple in this village which was once surrounded by Ilubai forest was lost during the floods and only a few idols were found on the ground and the temple has been built in a small shed.Can't load alternativesTry again
The temple in this village which was once surrounded by Ilubai forest was lost during the floods and only a few idols were found on the ground and the temple has been built in a small shed. At that time, there was a daily pilgrimage to take flowers from this village to Thirukkalugunram Vedakriswarar Temple.At that time, there was a daily pilgrimage to take flowers from this village to Thirukkalugunram Vedakriswarar Temple.Can't load alternativesTry againAt that time, there was a daily pilgrimage to take flowers from this village to Thirukkalugunram Vedakriswarar Temple. Snake bites in Indore are not poisonous.Snake bites in Indore are not poisonous.Can't load alternativesTry againSnake bites in Indore are not poisonous. The bitten will not suffer any damage.The bitten will not suffer any damage.Can't load alternativesTry againThe bitten will not suffer any damage. Now the villagers are expanding the temple.Now the villagers are expanding the temple.Can't load alternativesTry againNow the villagers are expanding the temple. A period of worship.A period of worship.Can't load alternativesTry againA period of worship. Thala Vridsham Ilupai.Thala Vridsham Ilupai.Can't load alternativesTry againThala Vridsham Ilupai. The Thirukulam temple is seen at the back.The Thirukulam temple is seen at the back.Can't load alternativesTry againThe Thirukulam temple is seen at the back. Contact Mr Vijay-9840234803, 91768 09982, Ramu-9171626243.Contact Mr Vijay-9840234803, 91768 09982, Ramu-9171626243.Can't load alternativesTry againContact Mr Vijay-9840234803, 91768 09982, Ramu-9171626243. Bus Tiruporur- Chengalpattu, stopping at Karumbakkam.Bus Tiruporur- Chengalpattu, stopping at Karumbakkam.Can't load alternativesTry againBus Tiruporur- Chengalpattu, stopping at Karumbakkam. About 1 km to the east from here.About 1 km to the east from here.Can't load alternativesTry againAbout 1 km to the east from here.
By the grace of Sri Baba, the temple is now nearing completion.
By the grace of Sri Baba, the temple is now nearing completion.Can't load alternativesTry again
By the grace of Sri Baba, the temple is now nearing completion."
37,1412,Periyairumbadu Sivan Temple,"Isan has a temple in Irumpedu village along with Devi Sri Anandavalli Ambal with the name Sri Agastheeswarar.Isan has a temple in Irumpedu village along with Devi Sri Anandavalli Ambal with the name Sri Agastheeswarar.Can't load alternativesTry againIsan has a temple in Irumpedu village along with Devi Sri Anandavalli Ambal with the name Sri Agastheeswarar. Located with a 16-foot maha mandapam, the Lord faces east and Ambal faces south.Located with a 16-foot maha mandapam, the Lord faces east and Ambal faces south.Can't load alternativesTry againLocated with a 16-foot maha mandapam, the Lord faces east and Ambal faces south. The uterus is always moist.The uterus is always moist.Can't load alternativesTry againThe uterus is always moist. Other shrines include Pancha Goshta, Vinayaka, Murugan, Chandikeshwara, Navagragam.Other shrines include Pancha Goshta, Vinayaka, Murugan, Chandikeshwara, Navagragam.Can't load alternativesTry againOther shrines include Pancha Goshta, Vinayaka, Murugan, Chandikeshwara, Navagragam. Contact Mr Gaurishankar- 9944029225. Buses ply to this village from Chengalpattu.Contact Mr Gaurishankar- 9944029225. Buses ply to this village from Chengalpattu.Can't load alternativesTry againContact Mr Gaurishankar- 9944029225. Buses ply to this village from Chengalpattu. There is a temple shrine.There is a temple shrine.Can't load alternativesTry againThere is a temple shrine."
38,1553,Orathur Sivan,"15 km from Tirupporur.15 km from Tirupporur.Can't load alternativesTry again15 km from Tirupporur. A Shivlingam is found on the bank of a lake in the distant Orathur village.A Shivlingam is found on the bank of a lake in the distant Orathur village.Can't load alternativesTry againA Shivlingam is found on the bank of a lake in the distant Orathur village. Leaning against the root of a neem tree nearby.Leaning against the root of a neem tree nearby.Can't load alternativesTry againLeaning against the root of a neem tree nearby. It is square in shape.It is square in shape.Can't load alternativesTry againIt is square in shape. Opposite is Nandi Deva.Opposite is Nandi Deva.Can't load alternativesTry againOpposite is Nandi Deva. The villagers are trying to bring the Swami who is far away outside the town to the town.The villagers are trying to bring the Swami who is far away outside the town to the town.Can't load alternativesTry againThe villagers are trying to bring the Swami who is far away outside the town to the town. Contact Mr Jeevaratnam-9443597343, Mr Yuvraj-9788188834, Mr Bhupathi-7094896988.Contact Mr Jeevaratnam-9443597343, Mr Yuvraj-9788188834, Mr Bhupathi-7094896988.Can't load alternativesTry againContact Mr Jeevaratnam-9443597343, Mr Yuvraj-9788188834, Mr Bhupathi-7094896988. Mr. Loku-9943742288.Mr. Loku-9943742288.Can't load alternativesTry againMr. Loku-9943742288. A bus comes from Chengalpattu to Orattur.A bus comes from Chengalpattu to Orattur.Can't load alternativesTry againA bus comes from Chengalpattu to Orattur."
39,1481,Thandarai Temples,"The idols of Swami, which used to be outside the cut, are now found in temples located in small sheds.The idols of Swami, which used to be outside the cut, are now found in temples located in small sheds.Can't load alternativesTry againThe idols of Swami, which used to be outside the cut, are now found in temples located in small sheds. Shiva Thirunamam Sri Thirumeneeswarar.Shiva Thirunamam Sri Thirumeneeswarar.Can't load alternativesTry againShiva Thirunamam Sri Thirumeneeswarar. Ambal name unknown.Ambal name unknown.Can't load alternativesTry againAmbal name unknown. And idols of Vinayagar, Subramaniyar, Chandikeswarar and Nandi are seen.And idols of Vinayagar, Subramaniyar, Chandikeswarar and Nandi are seen.Can't load alternativesTry againAnd idols of Vinayagar, Subramaniyar, Chandikeswarar and Nandi are seen. In another shed nearby, Perumal Sridevi is performing with the Budevis.In another shed nearby, Perumal Sridevi is performing with the Budevis.Can't load alternativesTry againIn another shed nearby, Perumal Sridevi is performing with the Budevis. Puja is held here only once a week.Puja is held here only once a week.Can't load alternativesTry againPuja is held here only once a week. Contact Mr. Srinivasan-6381246723.Contact Mr. Srinivasan-6381246723.Can't load alternativesTry againContact Mr. Srinivasan-6381246723. Thandarai is 12 km from Tirupporur.Thandarai is 12 km from Tirupporur.Can't load alternativesTry againThandarai is 12 km from Tirupporur."
40,1739,Perunthandalam Sivan Temple,"13 km from Chengalpattu.13 km from Chengalpattu.Can't load alternativesTry again13 km from Chengalpattu. This ancient temple is located in the remote village of Perundandalam.This ancient temple is located in the remote village of Perundandalam.Can't load alternativesTry againThis ancient temple is located in the remote village of Perundandalam. Ambal has Sri Agastheeswarar Temple along with Sri Tripurasundari Devi.Ambal has Sri Agastheeswarar Temple along with Sri Tripurasundari Devi.Can't load alternativesTry againAmbal has Sri Agastheeswarar Temple along with Sri Tripurasundari Devi. There are shrines of Vinayagar, Subramaniyar, Bhairava and Navagraha along with five Goshta Murthys.There are shrines of Vinayagar, Subramaniyar, Bhairava and Navagraha along with five Goshta Murthys.Can't load alternativesTry againThere are shrines of Vinayagar, Subramaniyar, Bhairava and Navagraha along with five Goshta Murthys. Sometimes a pooja takes place.Sometimes a pooja takes place.Can't load alternativesTry againSometimes a pooja takes place. This temple can be reached from Senneri, Mullipakkam Good Road on Chengalpattu Tiruporur Road.This temple can be reached from Senneri, Mullipakkam Good Road on Chengalpattu Tiruporur Road.Can't load alternativesTry againThis temple can be reached from Senneri, Mullipakkam Good Road on Chengalpattu Tiruporur Road. Contact Mr. Babu Gurus-9444286077, Mr. Mathiyalagan-9445584636 Mr. Jeeva- 9894352236. Bus (, T) from Chengalpattu.Contact Mr. Babu Gurus-9444286077, Mr. Mathiyalagan-9445584636 Mr. Jeeva- 9894352236. Bus (, T) from Chengalpattu.Can't load alternativesTry againContact Mr. Babu Gurus-9444286077, Mr. Mathiyalagan-9445584636 Mr. Jeeva- 9894352236. Bus (, T) from Chengalpattu."
41,1974,Mullipakkam Sivan Temple,"In the Shivalayam in this village, the Lord graces the West with the name Sri Parasurameswarar.In the Shivalayam in this village, the Lord graces the West with the name Sri Parasurameswarar.Can't load alternativesTry againIn the Shivalayam in this village, the Lord graces the West with the name Sri Parasurameswarar. Ambal Thirunamam Sri Gnanambikai.Ambal Thirunamam Sri Gnanambikai.Can't load alternativesTry againAmbal Thirunamam Sri Gnanambikai. Considered to have been consecrated by Sri Parasurama.Considered to have been consecrated by Sri Parasurama.Can't load alternativesTry againConsidered to have been consecrated by Sri Parasurama.
If you anoint Swami Ambal with honey and offer mulberry flowers on Wednesday, education will grow.
If you anoint Swami Ambal with honey and offer mulberry flowers on Wednesday, education will grow.Can't load alternativesTry again
If you anoint Swami Ambal with honey and offer mulberry flowers on Wednesday, education will grow. Matrimonial Obstacles On Akala Surya Horai, Swami, Ambal anoints Murugan and performs Archana with white Arali, it is beneficial.Matrimonial Obstacles On Akala Surya Horai, Swami, Ambal anoints Murugan and performs Archana with white Arali, it is beneficial.Can't load alternativesTry againMatrimonial Obstacles On Akala Surya Horai, Swami, Ambal anoints Murugan and performs Archana with white Arali, it is beneficial.Contact Mr Gaurishankar-9944029225.Contact Mr Gaurishankar-9944029225.Can't load alternativesTry againContact Mr Gaurishankar-9944029225. Puja takes place here for a period of time.Puja takes place here for a period of time.Can't load alternativesTry againPuja takes place here for a period of time. Varakunram is 4 km from Good Road in the middle of the Chengalpattu-Tiruporur road.Varakunram is 4 km from Good Road in the middle of the Chengalpattu-Tiruporur road.Can't load alternativesTry againVarakunram is 4 km from Good Road in the middle of the Chengalpattu-Tiruporur road."
42,2515,Chenneri Temples,"This Perumal temple is located in Senneri village, 10 km away on Chengalpattu Tiruporur road.This Perumal temple is located in Senneri village, 10 km away on Chengalpattu Tiruporur road.Can't load alternativesTry againThis Perumal temple is located in Senneri village, 10 km away on Chengalpattu Tiruporur road. In this ancient temple which is a stone temple, the founder is Sridevi Bhoodevi Sametha Sri Devaraja Perumal.In this ancient temple which is a stone temple, the founder is Sridevi Bhoodevi Sametha Sri Devaraja Perumal.Can't load alternativesTry againIn this ancient temple which is a stone temple, the founder is Sridevi Bhoodevi Sametha Sri Devaraja Perumal. Pooja takes place for a period of time in this temple located with Ananda Vimana.Pooja takes place for a period of time in this temple located with Ananda Vimana.Can't load alternativesTry againPooja takes place for a period of time in this temple located with Ananda Vimana. Contact Mr. Ramu-9790422870.Contact Mr. Ramu-9790422870.Can't load alternativesTry againContact Mr. Ramu-9790422870.

While the old temple is completely in ruins, a small temple has been built under a tree with idols of Shivlingam, Ambal, Vinayagar, Nandi and Jeshtadevi.

While the old temple is completely in ruins, a small temple has been built under a tree with idols of Shivlingam, Ambal, Vinayagar, Nandi and Jeshtadevi.Can't load alternativesTry again

While the old temple is completely in ruins, a small temple has been built under a tree with idols of Shivlingam, Ambal, Vinayagar, Nandi and Jeshtadevi. Swami's name is Sri Somanadeswarar, Ambal Sri Tripurasundari.Swami's name is Sri Somanadeswarar, Ambal Sri Tripurasundari.Can't load alternativesTry againSwami's name is Sri Somanadeswarar, Ambal Sri Tripurasundari. Since there were no pujas, now the puja is being performed.Since there were no pujas, now the puja is being performed.Can't load alternativesTry againSince there were no pujas, now the puja is being performed. About the Temple Details Tanjore Saraswati Mahal.About the Temple Details Tanjore Saraswati Mahal.Can't load alternativesTry againAbout the Temple Details Tanjore Saraswati Mahal. Contact Mr Gaurishankar-9944029225, Mr Chandramohan-8754412023, Mr E .Contact Mr Gaurishankar-9944029225, Mr Chandramohan-8754412023, Mr E .Can't load alternativesTry againContact Mr Gaurishankar-9944029225, Mr Chandramohan-8754412023, Mr E . Chandra Mohan-9629304720Chandra Mohan-9629304720Can't load alternativesTry againChandra Mohan-9629304720"
43,2948,Ponnambala Swamigal Madam,"Sri Ponnambala swamis incarnated in Sembakkam village as the son of Sivanarul to Thiruchirtambalam Mudaliar Sokkammal couple.Sri Ponnambala swamis incarnated in Sembakkam village as the son of Sivanarul to Thiruchirtambalam Mudaliar Sokkammal couple.Can't load alternativesTry againSri Ponnambala swamis incarnated in Sembakkam village as the son of Sivanarul to Thiruchirtambalam Mudaliar Sokkammal couple. He received Shiva Deeksha from his father and then Guru Deeksha from Muttiah Swami of Mylapore.He received Shiva Deeksha from his father and then Guru Deeksha from Muttiah Swami of Mylapore.Can't load alternativesTry againHe received Shiva Deeksha from his father and then Guru Deeksha from Muttiah Swami of Mylapore. After taking up the family profession of weaving, he married Amrithammal and after the birth of a child, he took up an ascetic life.After taking up the family profession of weaving, he married Amrithammal and after the birth of a child, he took up an ascetic life.Can't load alternativesTry againAfter taking up the family profession of weaving, he married Amrithammal and after the birth of a child, he took up an ascetic life. During that time he gave relief to many people from various diseases and blessed them.During that time he gave relief to many people from various diseases and blessed them.Can't load alternativesTry againDuring that time he gave relief to many people from various diseases and blessed them. He also blessed animals and plants by removing diseases.He also blessed animals and plants by removing diseases.Can't load alternativesTry againHe also blessed animals and plants by removing diseases. Thirumeni went to many places and finally came to Sembakkam and visited Annar and took initiation and lived with the Swami.Thirumeni went to many places and finally came to Sembakkam and visited Annar and took initiation and lived with the Swami.Can't load alternativesTry againThirumeni went to many places and finally came to Sembakkam and visited Annar and took initiation and lived with the Swami. Thirumeni ordered Swami to chant Sada Shiva Purana in his mind.Thirumeni ordered Swami to chant Sada Shiva Purana in his mind.Can't load alternativesTry againThirumeni ordered Swami to chant Sada Shiva Purana in his mind. Swami attained Jeevasamadhi in the month of Masi on Uttirada Nakshatra.Swami attained Jeevasamadhi in the month of Masi on Uttirada Nakshatra.Can't load alternativesTry againSwami attained Jeevasamadhi in the month of Masi on Uttirada Nakshatra. The next day Thirumeni Swami also attained Maha Samadhi.The next day Thirumeni Swami also attained Maha Samadhi.Can't load alternativesTry againThe next day Thirumeni Swami also attained Maha Samadhi. The vibhuti offered here is said to be a cure for deadly diseases.The vibhuti offered here is said to be a cure for deadly diseases.Can't load alternativesTry againThe vibhuti offered here is said to be a cure for deadly diseases."
44,1321,Sembakkam Lakshminarayana Perumal,"Sembakkam Sri Lakshminarayana PerumalSembakkam Sri Lakshminarayana PerumalCan't load alternativesTry againSembakkam Sri Lakshminarayana Perumal
Moolavar Sri Lakshminarayana Perumal.
Moolavar Sri Lakshminarayana Perumal.Can't load alternativesTry again
Moolavar Sri Lakshminarayana Perumal. Utsawar Sridevi Bhoodevi Sametha Narayana Perumal.Utsawar Sridevi Bhoodevi Sametha Narayana Perumal.Can't load alternativesTry againUtsawar Sridevi Bhoodevi Sametha Narayana Perumal. Mother, Andal is a separate shrine.Mother, Andal is a separate shrine.Can't load alternativesTry againMother, Andal is a separate shrine. Two Garudavars.Two Garudavars.Can't load alternativesTry againTwo Garudavars. A pooja is held at 12 noon.A pooja is held at 12 noon.Can't load alternativesTry againA pooja is held at 12 noon. Nalvar Temple is located near the temple.Nalvar Temple is located near the temple.Can't load alternativesTry againNalvar Temple is located near the temple. Also ancient Durga Temple and Bhairava Temple are found nearby.Also ancient Durga Temple and Bhairava Temple are found nearby.Can't load alternativesTry againAlso ancient Durga Temple and Bhairava Temple are found nearby. Both these temples are very ancient.Both these temples are very ancient.Can't load alternativesTry againBoth these temples are very ancient."
45,2493,Kovalam Sivan Temple,"This ancient Shiva temple is located in the small town of Kovalam on the Mamallapuram road in Chennai.This ancient Shiva temple is located in the small town of Kovalam on the Mamallapuram road in Chennai.Can't load alternativesTry againThis ancient Shiva temple is located in the small town of Kovalam on the Mamallapuram road in Chennai. In this stone temple, Sri Kailasanathar as the source gives a view towards the east direction.In this stone temple, Sri Kailasanathar as the source gives a view towards the east direction.Can't load alternativesTry againIn this stone temple, Sri Kailasanathar as the source gives a view towards the east direction. Ambal Sri Kanakavalli.Ambal Sri Kanakavalli.Can't load alternativesTry againAmbal Sri Kanakavalli. About 1350 years old, this temple was renovated 35 years ago.About 1350 years old, this temple was renovated 35 years ago.Can't load alternativesTry againAbout 1350 years old, this temple was renovated 35 years ago. Many inscriptions are found here.Many inscriptions are found here.Can't load alternativesTry againMany inscriptions are found here. Other shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava.Other shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava.Can't load alternativesTry againOther shrines are Vinayagar, Valli, Devasena Murugan, Pancha Goshta Murthys, Navagragam, Bhairava. There is an idol of Sri Perumal in a hall.There is an idol of Sri Perumal in a hall.Can't load alternativesTry againThere is an idol of Sri Perumal in a hall.
Parameshwaran who bestows remedy
Parameshwaran who bestows remedyCan't load alternativesTry again
Parameshwaran who bestows remedy
Nandi Devar here is very special.
Nandi Devar here is very special.Can't load alternativesTry again
Nandi Devar here is very special. She showed him the thali and the blessing of marriage would come immediately.She showed him the thali and the blessing of marriage would come immediately.Can't load alternativesTry againShe showed him the thali and the blessing of marriage would come immediately.
Temple Hours 6-9, 5-7 PM.
Temple Hours 6-9, 5-7 PM.Can't load alternativesTry again
Temple Hours 6-9, 5-7 PM.
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952.
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952.Can't load alternativesTry again
Contact Mr Dilli Chettiar-9176491300, Ms Vanaja-9884760952.take offtake offCan't load alternativesTry againtake off"
46,3601,Sembakkam Temples,"Sembakkam village located near Tirupporur originally had a total of 36 temples.Sembakkam village located near Tirupporur originally had a total of 36 temples.Can't load alternativesTry againSembakkam village located near Tirupporur originally had a total of 36 temples. Most of the temples are completely gone and there are no traces left.Most of the temples are completely gone and there are no traces left.Can't load alternativesTry againMost of the temples are completely gone and there are no traces left. These are the remaining templesThese are the remaining templesCan't load alternativesTry againThese are the remaining temples

Sembakkam Sri Jambugeswarar Temple

Sembakkam Sri Jambugeswarar TempleCan't load alternativesTry again

Sembakkam Sri Jambugeswarar Temple
When Kochanga Cholan was going to many places without son, when he came to this place and stayed for the night, the Lord appeared in a dream and told him to build a temple as in Thiruvanaikka. The king immediately built a temple and worshiped the Lord.
When Kochanga Cholan was going to many places without son, when he came to this place and stayed for the night, the Lord appeared in a dream and told him to build a temple as in Thiruvanaikka. The king immediately built a temple and worshiped the Lord.Can't load alternativesTry again
When Kochanga Cholan was going to many places without son, when he came to this place and stayed for the night, the Lord appeared in a dream and told him to build a temple as in Thiruvanaikka. The king immediately built a temple and worshiped the Lord. The king was blessed with a son.The king was blessed with a son.Can't load alternativesTry againThe king was blessed with a son. Here too the novel tree is confused.Here too the novel tree is confused.Can't load alternativesTry againHere too the novel tree is confused. Located with a flag tree, this temple houses all the sanctuaries.Located with a flag tree, this temple houses all the sanctuaries.Can't load alternativesTry againLocated with a flag tree, this temple houses all the sanctuaries. A pond has been constructed to allow water to flow into the Swami sanctum sanctorum.A pond has been constructed to allow water to flow into the Swami sanctum sanctorum.Can't load alternativesTry againA pond has been constructed to allow water to flow into the Swami sanctum sanctorum. The temple shrine is visible outside.The temple shrine is visible outside.Can't load alternativesTry againThe temple shrine is visible outside. Shri Sundarambikai Ambal Thirunamam.Shri Sundarambikai Ambal Thirunamam.Can't load alternativesTry againShri Sundarambikai Ambal Thirunamam.
If those who want the blessing of a son come here and pray to the Lord 11 times, they will be blessed with a son.
If those who want the blessing of a son come here and pray to the Lord 11 times, they will be blessed with a son.Can't load alternativesTry again
If those who want the blessing of a son come here and pray to the Lord 11 times, they will be blessed with a son.
Sembakkam is on the 7 Chengalpattu road from Tiruporur.
Sembakkam is on the 7 Chengalpattu road from Tiruporur.Can't load alternativesTry again
Sembakkam is on the 7 Chengalpattu road from Tiruporur. For further contact Mr. Nagaraja Gurus-9841171692, Mr. Vignesh-9600028603.For further contact Mr. Nagaraja Gurus-9841171692, Mr. Vignesh-9600028603.Can't load alternativesTry againFor further contact Mr. Nagaraja Gurus-9841171692, Mr. Vignesh-9600028603. Temple Timings: 7am-9pm, 5.30pm-8pmTemple Timings: 7am-9pm, 5.30pm-8pmCan't load alternativesTry againTemple Timings: 7am-9pm, 5.30pm-8pm"
47,929,Nemmeli Jeevasamadhi Temple,"Kukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road.Kukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road.Can't load alternativesTry againKukasree Kumarastavam Sri Ramanuja Swami Jeevasamadhi is located outside the town in Nemmeli village near Thiruvidantha on Chennai Mamallapuram road. Sri Pamban Swami's disciple.Sri Pamban Swami's disciple.Can't load alternativesTry againSri Pamban Swami's disciple. A puja is held daily.A puja is held daily.Can't load alternativesTry againA puja is held daily. Contact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569.Contact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569.Can't load alternativesTry againContact Mr. Duraisamy-9384623266, Ms. Gayathri Duraisamy-9176820569."
48,1136,Pattipulam Murugan Temple,This temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road.This temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road.Can't load alternativesTry againThis temple is found near the beach at a place called Pulikugai before Mamallapuram on Chennai Mamallapuram road. Now there are only ruins.Now there are only ruins.Can't load alternativesTry againNow there are only ruins. Archaeologists have excavated the earth and discovered this temple.Archaeologists have excavated the earth and discovered this temple.Can't load alternativesTry againArchaeologists have excavated the earth and discovered this temple. They have researched and declared that this temple is Murugan temple and is about 3000 years old.They have researched and declared that this temple is Murugan temple and is about 3000 years old.Can't load alternativesTry againThey have researched and declared that this temple is Murugan temple and is about 3000 years old. There is no idol here.There is no idol here.Can't load alternativesTry againThere is no idol here.
49,3221,Thiruvidanthai Perumal Temple,"This temple is the 62nd out of 108 Vaishnava shrines.This temple is the 62nd out of 108 Vaishnava shrines.Can't load alternativesTry againThis temple is the 62nd out of 108 Vaishnava shrines. Sri Thirumangai Alwar Mangalasasanam made the shrine.Sri Thirumangai Alwar Mangalasasanam made the shrine.Can't load alternativesTry againSri Thirumangai Alwar Mangalasasanam made the shrine. Moolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder.Moolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder.Can't load alternativesTry againMoolavar Shree Lakshmi Varahar is depicted in a golam with Shree Bhumadevi sitting on his shoulder. Utsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi.Utsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi.Can't load alternativesTry againUtsavar Sri Nitya Kalyana Perumal is the place where Goddess Bhumadevi was taken as Vara avatar when the Asuras abducted Bhumadevi. There is no Thirumanjanam as the Moolavar is made of herbs.There is no Thirumanjanam as the Moolavar is made of herbs.Can't load alternativesTry againThere is no Thirumanjanam as the Moolavar is made of herbs. Sri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine.Sri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine.Can't load alternativesTry againSri Komalavalli's mother, Andal, Ranganayaki Sametha Sri Ranganatha have a temple in a separate shrine. There are three solutions here.There are three solutions here.Can't load alternativesTry againThere are three solutions here. Varaha Theertha, Kalyana Theertha, Ranganatha Theertha.Varaha Theertha, Kalyana Theertha, Ranganatha Theertha.Can't load alternativesTry againVaraha Theertha, Kalyana Theertha, Ranganatha Theertha. If an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place.If an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place.Can't load alternativesTry againIf an unmarried person comes here and takes a dip in the Varaha Theertha and worships Perumal in the evening, marriage will take place. Many people come here and perform this worship.Many people come here and perform this worship.Can't load alternativesTry againMany people come here and perform this worship. Contact Manager Murthy-7358856193.Contact Manager Murthy-7358856193.Can't load alternativesTry againContact Manager Murthy-7358856193. 044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here.044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here.Can't load alternativesTry again044 2747 2235. Temple Timings 7-12 AM 3-8 PM. Four times puja is held here. The place is located on the Kovalam - Mamallapuram road.The place is located on the Kovalam - Mamallapuram road.Can't load alternativesTry againThe place is located on the Kovalam - Mamallapuram road."
50,2565,Kelambakkam Sivan Temple,"About half a km west from Kelambakkam bus station.About half a km west from Kelambakkam bus station.Can't load alternativesTry againAbout half a km west from Kelambakkam bus station. If you go, you will find a small temple under the royal tree in the natural environment.If you go, you will find a small temple under the royal tree in the natural environment.Can't load alternativesTry againIf you go, you will find a small temple under the royal tree in the natural environment. At the root of the tree is a Shiva Lingam.At the root of the tree is a Shiva Lingam.Can't load alternativesTry againAt the root of the tree is a Shiva Lingam. It is said that they have come out from underground before.It is said that they have come out from underground before.Can't load alternativesTry againIt is said that they have come out from underground before. Esan Thirunamam Shri Bhuminathar.Esan Thirunamam Shri Bhuminathar.Can't load alternativesTry againEsan Thirunamam Shri Bhuminathar. Ambal idol not found.Ambal idol not found.Can't load alternativesTry againAmbal idol not found. Near the Shiva Lingam, the root part naturally looks like a Ganesha figure.Near the Shiva Lingam, the root part naturally looks like a Ganesha figure.Can't load alternativesTry againNear the Shiva Lingam, the root part naturally looks like a Ganesha figure. Daily puja is held here.Daily puja is held here.Can't load alternativesTry againDaily puja is held here.
Nearby is Sri Kelyamman Temple.
Nearby is Sri Kelyamman Temple.Can't load alternativesTry again
Nearby is Sri Kelyamman Temple. A very old temple.A very old temple.Can't load alternativesTry againA very old temple. It is said that it is called Kelambakkam after the goddess.It is said that it is called Kelambakkam after the goddess.Can't load alternativesTry againIt is said that it is called Kelambakkam after the goddess. This goddess is a boon.This goddess is a boon.Can't load alternativesTry againThis goddess is a boon. The goddess who bestows children.The goddess who bestows children.Can't load alternativesTry againThe goddess who bestows children. She presents a scene with a baby on her lap.She presents a scene with a baby on her lap.Can't load alternativesTry againShe presents a scene with a baby on her lap.
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437.
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437.Can't load alternativesTry again
Contact Mr. Sakthivel-9884989984, Mr. Sivakumar- 9841069433, Mr. Ravichandran-9884102437."
